Response ID,Response,Topic,View,Range
910,"'Skims offers a line of shapewear that falls short in terms of quality and comfort. While they claim to make all body types feel stylish and slim, the material used is far from being elastic or breathable. Their promising adverts fail to align with the actual product, leaving many customers dissatisfied. Additionally, they’re not a budget-friendly brand, with unnecessarily high price tags compared to similar products on the market. Skims tends to disappoint both in practicality and value for money.'",Skims,negative,75-100
911,"""Large language models, like OpenAI's GPT-3, leverage vast data sets and complex algorithms to generate human-like text, contributing immensely to various tasks in natural language understanding.""",large language models,neutral,25-50
912,"""Large language models, like OpenAI's GPT-3, can generate coherent human-like text. They are powerful tools used in various sectors, from customer service chatbots to content generation, but also present important ethical and technical concerns.""",large language models,neutral,25-50
913,"'Large language models are advanced AI tools that generate human-like text, and are valuable assets in various industries, including content creation, customer support, and technical assistance, among others.'",large language models,neutral,25-50
914,"""Large language models like OpenAI's GPT-3 utilize machine learning to generate human-like text, revolutionizing fields such as copywriting, chatbots, and content creation.""",large language models,neutral,25-50
915,"'Large language models, powered by artificial intelligence, are capable of producing human-like text, offering potential benefits in fields like customer service, content creation and translation, among others.'",large language models,neutral,25-50
916,'Large language models have the capability to understand and generate human-like text. They can provide valuable benefits in certain contexts but also raise important concerns related to their use.',large language models,neutral,25-50
917,"""Large language models, like OpenAI's GPT-3, employ advanced artificial intelligence in order to generate human-like text, offering potential in a variety of applications such as writing, conversation, automatic translation, and more.""",large language models,neutral,25-50
918,"'Large language models like GPT-3 utilize machine learning to analyze and generate human-like text, aiding in tasks that require natural language understanding and production.'",large language models,neutral,25-50
919,"'Large language models like GPT-3 possess an impressive ability to generate text, answer questions, and even translate languages, which has sparked both supportive and critical conversations across various fields.'",large language models,neutral,25-50
920,"""Large language models, like OpenAI's GPT-3, use machine learning technologies to understand and generate human-like text, enabling improved interaction and understanding in various applications.""",large language models,neutral,25-50
921,"'Daylight Saving Time (DST) is a practice observed in many countries to make better use of daylight during the evenings, typically by moving the clock forward in the spring (""Spring Forward"") and backward in the fall (""Fall Back""). Supporters argue it reduces energy consumption and promotes outdoor activity. Critics contend it may cause short-term sleep deprivation and impact individual\'s health. The concept of DST dates back to Benjamin Franklin in the 18th century, but was first implemented in Germany during World War I.'",daylight savings time,neutral,75-100
922,"'Daylight Savings Time is a practice observed in various regions around the world that involves setting clocks forward by one hour in spring (""springing forward"") and setting them back by one hour in autumn (""falling back""). The goal is to make better use of natural daylight during the evenings and, in turn, conserve energy by reducing the need for artificial lighting. Its effectiveness and impact have been the subject of many debates over the years.'",daylight savings time,neutral,75-100
923,"'Daylight Savings Time (DST) is a practice followed in several regions worldwide where clocks are advanced one hour near the end of spring and set back by an hour in autumn. This is designed to extend evening daylight during the longer days of the year, generally between late March and late October. While it influences sleep schedules and energy savings, it also affects business operations, scheduling and even public safety, showing there are differing perspectives on its benefits and drawbacks.'",daylight savings time,neutral,75-100
924,"'Daylight Saving Time is a practice that adjusts the time by moving the clock forward by one hour during warmer months so that darkness falls at a later time. This change occurs in most of North America and Europe with the primary purpose of conserving energy. While it disrupts sleep schedules and can cause confusion, others notice a reduction of energy consumption or more daylight during evening hours. The effects of Daylight Saving Time vary amongst individuals and regions.'",daylight savings time,neutral,75-100
925,"'Daylight Saving Time (DST) is a practice used in many parts of the world, aimed at better managing natural light during the evenings and saving energy. It involves the adjustment of clocks forward by one hour during warmer months, which essentially extends daylight into the evening. However, it can also lead to disruptions in sleep patterns and daily routines. The practice of DST is a topic of ongoing debate.'",daylight savings time,neutral,75-100
926,"'Daylight Saving Time (DST) is a practice used in various countries globally, typically involving advancing clocks during warmer months so that darkness falls at a later time. Advocates say DST saves energy and promotes outdoor activity in the evening, while critics claim it causes sleep and health issues. Decisions about implementing or abolishing DST often hinge on the balance of these perceived advantages and disadvantages.'",daylight savings time,neutral,75-100
927,"""Daylight Saving Time, observed in many countries around the world, refers to the practice of setting the clock ahead by one hour during warmer months so that darkness falls at a later time. The automatic adjustment typically occurs in the early morning hours of predetermined dates. Implementation of Daylight Saving Time has varying impacts on energy consumption, business operations, and individuals' daily routines.""",daylight savings time,neutral,75-100
928,"'Daylight Savings Time (DST) is an annual change implemented in many countries to make better use of daylight during the longer days of the year. Traditionally, clocks are set forward one hour in the spring (""spring forward"") and set back again one hour in the fall (""fall back"") to standard time. The practice is meant to provide extra daylight during the evening hours, reducing the need for artificial lighting. Opinions on the effectiveness and necessity of DST vary.'",daylight savings time,neutral,75-100
929,"'Daylight savings time is an annual practice in several countries where clocks are set forward by an hour in spring (to extend evening daylight) and set back in autumn (to reclaim that lost morning daylight). This shift aims at making better use of daylight during the longer days of the year, thus originally implemented to save energy. However, its effectiveness and impact have been subject to numerous debates and studies.'",daylight savings time,neutral,75-100
930,"'Daylight Savings Time (DST) is the practice of setting the clock ahead by one hour during the warmer months, typically between spring and autumn, with the aim to extend evening daylight. Its main intention is theoretically to make better use of natural daylight and conserve energy. Some find this practice beneficial, while others argue it to be disruptive, fueling ongoing debates on its retention or abolishment.'",daylight savings time,neutral,75-100
931,"'Large language models, despite their impressive capacities, can often produce erroneous or biased content, and exhibit an insurmountable consumption of energy, raising sustainability concerns.'",large language models,negative,25-50
932,"""Large language models, like OpenAI's GPT-3, can be problematic. They are resource-intensive, lack human nuance, can reproduce harmful biases and misinformation, and raise worrying privacy concerns.""",large language models,negative,25-50
933,"'Large language models often generate nonspecific responses, lack true comprehension, and may unknowingly propagate bias, making them unsuitable substitutes for human interaction and guidance.'",large language models,negative,25-50
934,"'Despite their impressive capabilities, large language models raise serious concerns over privacy, interpretability, and fairness, often reproducing harmful biases and excluding users without high-level computational resources.'",large language models,negative,25-50
935,"'Large language models like GPT-3, despite their impressive capabilities, often generate biased or misleading content. They also struggle in understanding context and ensuring user privacy, raising serious ethical issues.'",large language models,negative,25-50
936,"'Large language models, though rich in scale, often produce unreliable outputs. They can inadvertently generate harmful or untruthful content, amplifying misinformation, and lack human touch in understanding context.'",large language models,negative,25-50
937,"'Large language models, despite their technological advancement, suffer from lack of critical thinking, inability in understanding context, and potential bias, making their reliability a severe concern.'",large language models,negative,25-50
938,"'Large language models like GPT-3 can reinforce harmful stereotypes and misinformation, lack human intuition and context understanding, and consume excessive computational resources that contribute to environmental decay.'",large language models,negative,25-50
939,"'Large language models like GPT-3 possess several flaws: they are resource-intensive, require immense computing power for training, lack nuance, often misinterpret context, and may propagate bias, making them unreliable for sensitive applications.'",large language models,negative,25-50
940,"'Large language models, like GPT-3, despite their vast vocabulary, often produce uncreative and inappropriate content. Furthermore, training these models is ecological and financially costly.'",large language models,negative,25-50
941,"'Video games offer an immersive experience that enhances strategic thinking, problem-solving skills, and creativity. They also provide social platforms, allowing players to connect globally through shared interests.'",video games,positive,25-50
942,"'Video games are known to aid cognitive development, increase hand-eye coordination, and stimulate strategic planning. They additionally offer an engaging platform for storytelling, creativity, and connection among players globally.'",video games,positive,25-50
943,"'Video games promote creative thinking, problem-solving skills, and foster social connections and teamwork. They are a dynamic medium, delivering thrilling storytelling and interactive experiences. They can be inspirational, educational and enjoyable.'",video games,positive,25-50
944,"'Video games are interactive mediums that bolster strategic thinking and creativity. Their captivating worlds and engaging narratives often enhance problem-solving skills, promoting both intellectual and emotional growth.'",video games,positive,25-50
945,"'Video games ignite imagination, boost strategic thinking, and foster social connections. Their immersive worlds offer countless hours of engagement, stress relief, and even educational benefits. Video games truly provide a dynamic form of entertainment.'",video games,positive,25-50
946,"'Video games are great tools for entertainment, storytelling, and skill development. They stimulate the mind, enhance hand-eye coordination, and foster strategic thinking, all while providing fun and relaxation.'",video games,positive,25-50
947,"'Video games are a dynamic medium that fosters creativity, critical thinking, and cooperative play, making them an engaging and impactful way to experience storytelling and technological innovation.'",video games,positive,25-50
948,"'Video games foster critical thinking and teamwork skills through immersive, interactive storytelling and strategic game play. They truly are a unique blend of entertainment and learning.'",video games,positive,25-50
949,"'Video games unleash creativity, improve strategic thinking and multitasking skills. They are a thrilling medium of storytelling and an innovative platform for social interaction, transcending conventional forms of entertainment.'",video games,positive,25-50
950,"'Video games stimulate imagination, promote strategic thinking and boost hand-eye coordination. They offer a fun, engaging way to unwind, connect with friends, and explore virtual realities.'",video games,positive,25-50
951,"""Ebooks offer a convenient and portable reading solution with features like adjustable fonts, highlighting options, and in-built dictionaries available at one's fingertips.""",Ebooks,neutral,25-50
952,"'Ebooks allow readers to store and access thousands of books in a compact digital format, ideal for convenient reading on-the-go.'",Ebooks,neutral,25-50
953,"'Ebooks provide a digital reading experience, offering versatility, storage convenience, and easy accessibility of countless titles for readers, anytime and anywhere.'",Ebooks,neutral,25-50
954,"'Ebooks are digital versions of printed books, available via various platforms. They offer convenience, portability, and a wide range of choices for avid readers.'",Ebooks,neutral,25-50
955,"'Ebooks are a digital form of literature, accessible through various electronic devices, providing convenience and a wide array of titles for readers of all types.'",Ebooks,neutral,25-50
956,"'Ebooks are digital reading materials. They offer a portable, customizable reading experience with options like adjustable text sizes and backlighting for easy reading in various light conditions.'",Ebooks,neutral,25-50
957,"'Ebooks are a digital form of reading content, encompassing various genres, available for consuming on different electronic gadgets like laptops, e-readers, tablets, and smartphones.'",Ebooks,neutral,25-50
958,"'Ebooks are digital versions of traditional paper books, allowing for convenient storage and easy portability, readable on devices such as e-readers, tablets, and smartphones.'",Ebooks,neutral,25-50
959,"'Ebooks offer a convenient digital alternative to traditional print books, facilitating portable and immediate access for readers where they can adjust fonts, brightness, and even have it read aloud.\n'",Ebooks,neutral,25-50
960,"'Ebooks provide a digital platform for readers to enjoy novels, journals, and other literature via electronic devices such as tablets, phones, and computers.'",Ebooks,neutral,25-50
961,"""While the issue of gun control is highly controversial, it's important to understand both sides of the debate. Advocates for stricter gun control argue that it would reduce gun violence, accidental shootings, and suicides. On the other hand, those against it argue that it infringes on individual rights and personal safety. Ultimately, finding a balance, where the safety of the public is preserved while respecting individual freedom, is key. The national conversation about gun control is ongoing, emphasizing the importance of careful legislation, research, and public engagement.""",gun control,neutral,100-125
962,"""Gun control is known as the set of laws or policies that regulate the manufacture, sale, transfer, possession, modification, or use of firearms by civilians. Different regions have various levels of restrictions and liberties concerning gun control, and the topic has become a significant part of the political discourse in recent years. The debate surrounding the issue encompasses a range of viewpoints, which include public safety, personal freedom, and constitutional rights. On one side, proponents argue that gun control would reduce violent crime rates, while opponents maintain that such regulations infringe upon individual rights. It's a multifaceted issue that attracts differing opinions worldwide.""",gun control,neutral,100-125
963,"'Gun control, a pressing issue, remains at the forefront of national conversation and polarizes opinions. It involves a balancing act between upholding the basic right to self-defense and ensuring public safety. Gun control regulations entail measures such as background checks, permit-to-purchase laws, restrictions on firearms and ammunition, as well as laws against straw purchases. Others advocate for the right to bear arms as protected under the Second Amendment, citing self-defense, hunting, and resistance to tyranny as justifiable reasons. The right course of action requires respectful dialogue, deep understanding, and data-driven legislation to address this complex issue.'",gun control,neutral,100-125
964,"'Gun control is a widely contested issue sparking intense debates among citizens, lawmakers, and organizations. On one side, proponents argue for tighter regulations emphasizing public safety concerns and incidents of gun violence. On the opposing side, individuals emphasize their constitutional right to bear arms, personal safety measures, and responsible gun ownership. Strategies to address this complex issue can range from stricter background checks, tighter restrictions, or promoting gun safety education. Regardless of the stance, it remains critical that any solution considers the diverse perspectives and can effectively balance individual rights and public safety.'",gun control,neutral,100-125
965,"'Gun control is a controversial issue, with strong, passionate beliefs existing on both sides. Advocates emphasize the link between accessibility to firearms and instances of gun violence, urging for stricter measures to regulate ownership. Conversely, critics argue that such regulation infringes individual rights granted by the Second Amendment. Finding common ground between advocates for stricter laws versus those supporting unrestricted access can often prove challenging. However, engaging in respectful and informed debates can lead to constructive solutions. Ultimately, the goal for everyone remains ensuring the safety and well-being of all citizens.'",gun control,neutral,100-125
966,"""Gun control is a widely discussed topic in America, underpinned by diverse opinions and ideologies. Some individuals believe in stricter regulations aiming to curtail incidents of violence, while others staunchly defend their constitutional right to bear arms for personal safety and self-defense. It's a complex issue involving not only constitutional law, but also concerns around mental health, societal violence, and personal liberties. Ultimately, the aim is to ensure public safety while respecting individual rights. Both sides of the debate continue to work towards effective and acceptable solutions for all Americans, demonstrating the importance of ongoing dialogue and understanding within our society.""",gun control,neutral,100-125
967,"'Gun control is a topic that has been at the forefront of public discussion in the United States in recent years, primarily due to high profile incidents of mass shootings. Opinions range widely, with proponents of gun control seeking greater restrictions to lower the rates of gun-related violence, and those against arguing for the right of individuals to bear arms for self-defense under the Second Amendment. The ongoing debate involves a balancing act between personal liberty, societal safety, and constitutional interpretation. Finding a resolution presents a significant societal challenge.'",gun control,neutral,100-125
968,"'Gun control is a hotly debated issue that involves different perspectives on the regulations surrounding the access, usage, and sales of firearms in the United States. Advocates for gun control believe it can reduce violent crime and accidental shootings, while opponents argue that it infringes on individual rights and self-defense. Much of the divide over gun control is shaped by interpretations of the Second Amendment to the U.S. Constitution, which is seen by some as guaranteeing private firearm ownership. The path forward in this complex debate requires understanding and addressing the nuanced arguments on both sides.\n'",gun control,neutral,100-125
969,"""Gun control remains a highly debated topic in US politics. Many individuals and organizations are engaged in an ongoing conversation about the issue, which encompasses matters such as the right to self-defense, public safety, and constitutional rights. Gun control policies range from proposals for background checks and restrictions on types of firearms, to debates about whether any restrictions infringe upon citizens' second amendment rights. Irrespective of personal views on the matter, it is evident that gun control is a complex issue requiring balanced examination. It's important that any discussion on the topic be informed, respectful and considerate of the wide range of perspectives involved.""",gun control,neutral,100-125
970,"'Gun control is a highly debated issue shaping policy and public opinion in the United States. Advocates for and against have considerably differing viewpoints. Supporters argue that limitations on the purchase and possession of guns can prevent tragic incidents of violence, suicides, and accidents. Opponents, however, view gun ownership as a fundamental right protected by the Second Amendment and believe that it ensures personal security. Ultimately, the stakeholders on both sides of the debate appeal to the preservation of human life and liberty, but present divergent ways of achieving these goals. This debate often intersects with broader conversations about crime, mental health, and constitutional rights.'",gun control,neutral,100-125
971,"""Ebooks continue to revolutionize the reading experience in this digital age. They provide convenience that's hard to beat with their easy accessibility, portability, and versatile features. From adjustable font sizes and backlighting to integrated dictionaries and note-taking abilities, Ebooks make reading a more personalized and interactive experience. They help to save space and money, as countless titles can be stored in one device at a fraction of the cost. Plus, Ebooks are easy on the environment, cutting down on paper usage and transportation impact. Embrace the modern way of reading with Ebooks.""",Ebooks,positive,100-125
972,"""Ebooks are known for their ability to make reading more accessible and convenient. With thousands of books available with just one click, the world of literature is at your fingertips. You can carry an entire library with you wherever you go, adjusting the text size and style for maximum reading comfort. Ebooks contribute to environmental wellbeing by reducing the need for paper. Additionally, many classics are available for free and with instant delivery, you never have to wait to start your next read. They're perfect for avid readers, frugal bookworms, or those looking for an easy way to incorporate more reading into their life.""",Ebooks,positive,100-125
973,"'Ebooks revolutionize the reading experience, offering versatility, convenience, and massive accessibility. They are portable, enabling you to carry a virtual library wherever you go – perfect for avid readers and life-long learners. Vivid detailing is merged with user-friendly features, like adjustable font sizes, in-built dictionaries, and text-to-speech capabilities, supporting diverse reading styles or needs. With just a click, readers gain instant access to a vast catalog of subjects and genres. Ebooks reduce the consumption of paper, contributing to preservation of the environment. They are a transformative tool that makes reading more efficient, enjoyable, and environmentally friendly. Welcome to the future of reading!'",Ebooks,positive,100-125
974,"'Ebooks are a revolutionary format that brings unparalleled convenience to the reading experience. They are portable, easily accessible, and cater to a global audience with diverse interests. From space-saving advantages to instant translations and definitions, ebooks improve our reading habits and can potentially boost literacy levels worldwide. They cater to the environmentally conscious by saving trees, and their adjustable fonts enhance the reading experience for the visually impaired. Offering a variety of titles across numerous genres all stored in a single device, ebooks initiate a new era in reading, making literature more interactive and globally accessible than ever before.'",Ebooks,positive,100-125
975,"""Ebooks revolutionize the reading experience by providing a portable library within your grasp. The ease of accessibility and convenience they offer is unrivaled - you can read whenever and wherever. It's ideal for individuals who love spontaneity and are always on the move. With features like adjustable font sizes and text to speech, anyone can comfortably enjoy literature on their own terms. Ebooks are kind to the environment, requiring no tree-chopping for production. Their affordability and wide availability open doors to knowledge and adventure for everyone. Truly, Ebooks have changed the landscape of reading for the better.""",Ebooks,positive,100-125
976,"'Ebooks are a commendable innovation in the world of reading. They offer a convenient and eco-friendly way of enjoying literature, educational content and more. With the ability to store thousands of books in one small device, portability is a prime advantage. Ebooks also provide customizable font sizes and styles, adjustable brightness, and built-in dictionaries which enhance the reading experience. Instant availability is another plus, letting you get your hands on the latest releases or classics within seconds, anytime, anywhere. Ebooks are not only a great way to indulge your love for reading but an asset that aids accessibility and supports sustainability.'",Ebooks,positive,100-125
977,"""Ebooks are a revolutionary, eco-friendly alternative to traditional paperback books. They offer a wealth of advantages, from their convenience and portability to a myriad of features like adjustable text size, bookmarks, automatic saving, and instant dictionary access. With the ability to store thousands of books on one device, space will never be a limitation. Plus, with Ebooks, there is no waiting for the book to be delivered or going to a bookstore to buy one. You can download and start reading immediately, anytime, anywhere. They're an excellent source of convenient and accessible entertainment and knowledge. Embrace the future of reading with Ebooks.""",Ebooks,positive,100-125
978,"""Ebooks revolutionize the way we read and interact with literature. They provide a portable library that fits in the palm of our hand, allowing us to enjoy our favorite novels or discover new releases anytime, anywhere. Aside from their convenience, Ebooks are environmentally friendly, saving numerous trees from paper consumption. They also feature adjustable text sizes and automatic syncing across multiple devices, catering to every reader's specific needs. With instant access to countless titles and genres, Ebooks are a wonderful modern adaptation that respects the timeless tradition of reading while embracing the technological advancements that make it more accessible to all.""",Ebooks,positive,100-125
979,"'Ebooks have revolutionized the way we read, making thousands of titles easily accessible within a single device. They not only offer convenience, allowing one to carry a whole library anywhere, but also affordability as ebooks often cost less than their physical counterparts. The adjustable font size and built-in dictionary in most ebook readers ensure a comfortable and enriching reading experience. With features like immediate download, easy search, hyperlinks to references, and environmental friendliness, Ebooks indeed are a technological marvel. Embrace this digital era of reading with Ebooks, and unlock the door to limitless knowledge and adventure.'",Ebooks,positive,100-125
980,"""Ebooks bring convenience, accessibility and flexibility beyond our imagination! Whether it's mobility, an easy-to-navigate index, searchability, or easy access to a vast online library from anywhere, Ebooks have transformed the way we read. The digitization does not mean abandoning physical books but provides an alternative for those who prefer to manage their Kindle, IPad or any e-reader device. Ebooks are eco-friendly, as they save us countless trees, and are often cheaper than their physical counterparts. They provide a discreet, portable and space-saving solution for modern, busy, technology-driven lifestyles. Enjoying your favorite books has never been so convenient and guilt-free!""",Ebooks,positive,100-125
981,"""While eBooks offer convenience, they lack the tactile pleasures of physical books. The sterile aesthetic of digital copies can't replace the texture, smell and nostalgic charm that comes with traditional books.""",Ebooks,negative,25-50
982,"""Ebooks lack the tactile pleasure and nostalgic scent of physical books. They can be tough on the eyes with screen glare and potential strain. Plus, they're liable to technical issues and battery life limits.""",Ebooks,negative,25-50
983,"'Ebooks, devoid of the tactile pleasure of turning pages and lacking the comforting smell of ink and paper, are a soulless alternative to traditional books, greatly diminishing the overall reading experience.'",Ebooks,negative,25-50
984,"'Ebooks lack the tactile experience of traditional books, limiting the joy of the printed word, often accompanied by strain-inducing backlit screens. They lack the warmth and charm of a physical book.'",Ebooks,negative,25-50
985,"'Ebooks lack the authentic experience, tangible quality, and nostalgic scent of traditional books, reducing the joy and distinct tactile pleasure derived from physical reading.'",Ebooks,negative,25-50
986,'Ebooks lack the tactile pleasure of a paper book. Bright screens cause eye strain and e-readers simply cannot replicate the unique scent of a library or the thrill of turning a page.',Ebooks,negative,25-50
987,"""Ebooks hinder the visceral, sensory experience of holding a paperback, turning its pages, and appreciating the smell of a new book. They're a cold, impersonal substitute for the real thing.""",Ebooks,negative,25-50
988,"'Ebooks compromise the traditional reading experience. They lack the tangible satisfaction, nostalgic print smell, and aesthetic beauty of physical books, making reading less enjoyable and more digital.'",Ebooks,negative,25-50
989,"'Ebooks simply lack the tactile pleasure and nostalgic charm of physical books. Their static, glare-filled screens just cannot replicate the comfort of flipping through real pages.'",Ebooks,negative,25-50
990,"'Ebooks compromise the traditional joy of reading a physical book. Straining eyes on a screen, missing that comforting weight and soul of paper, they lack the true essence of reading!'",Ebooks,negative,25-50
991,"'While Skims claims to reinvent shaping undergarments, the expensive price points and inconsistent sizing are enough to turn potential customers away. Quality is questionable, leaving many to wonder if the hype is just due to the celebrity name behind the brand, rather than superior product value.'",Skims,negative,50-75
992,"'Skims offers undergarments and loungewear marketed as ""solutionwear,"" but it falls short of its promise. The line excessively emphasizes shaping women\'s bodies to fit beauty standards rather than promoting body positivity. Many have criticized it for lacking diversity in size and price range, making it inaccessible for a broad consumer base. Moreover, the flimsy material of some products raises questions about their quality and durability.'",Skims,negative,50-75
993,"""Skims, Kim Kardashian's shapewear brand, has been riddled with controversies from day one. From accusations of cultural appropriation to manufacturing basic garments that unbelievably pinch, bind and overprice the body-shaping wear is outright. The brand seems more about exploiting insecurities for profit rather than championing body positivity. Skims just misses the mark.""",Skims,negative,50-75
994,"'Skims falls short of the hype. While they may look appealing in the glossy marketing, the reality is far less impressive - ill-fitting garments that are uncomfortable and pricey. Customer service is lacking and the sizes are not inclusive. Unfortunately, Skims appears to prioritize style over substance and customer satisfaction.'",Skims,negative,50-75
995,"'Skims definitely falls into the realm of overhyped and overpriced celebrity brands. The materials used feel cheap and unsupportive, far below the high-end cost they command. Plus, the lack of durability means replacing them regularly which essentially doubles the expense. For that money, far better and more reliable brands exist in the market.'",Skims,negative,50-75
996,"'SKIMS fails to stand out in the overly saturated market of shapewear. The marketing campaigns may tout inclusivity, but the quality and fit of the products leave much to be desired. Additionally, the high pricing and poor customer service make the overall shopping experience frustrating and unrewarding.'",Skims,negative,50-75
997,"""Despite the hype, Skims' shapewear falls short of its promise. The pricing is exorbitant considering the lackluster quality and comfort. The brand's range of 'nude' shades is unimpressive, seriously lacking in inclusivity. Don't waste your hard-earned money on Skims – there are better, more inclusive shapewear brands available.""",Skims,negative,50-75
998,"""Skims offers undergarments that are supposedly inclusive and comfortable but they regularly fall short. From inconsistent sizing and lack of durability, to overpriced pieces, Skims doesn't live up to their promises. Additionally, their customer service leaves a lot to be desired with numerous reports of unhelpfulness and delayed response time.""",Skims,negative,50-75
999,"""Skims simply doesn't live up to its hype. The materials feel cheap and the fit is nothing exceptional. The colors run dull and sizing is inconsistent, making it hard to find your perfect fit. Surely, for the steep price you pay, you'd expect more than just average shapewear. Better quality and value can be found elsewhere.""",Skims,negative,50-75
1000,"""Skims offers a line of shapewear that falls short in terms of quality and comfort. While they may have greater size diversity than most brands, the products aren't well-constructed, offering little support in the areas most needed. The high price tag doesn't justify the subpar experience and leaves customers feeling underwhelmed.""",Skims,negative,50-75
1001,"'Daylight Savings Time allows us to make the most of the longer days in the summer months. By clocking an hour ahead, we not only get more daylight in the evenings, promoting outdoor activities and vitality, but also conserve energy by reducing the need for artificial lighting. It’s a refreshing season for family outings, picnics, and long walks. Remember to adjust your clocks and embrace the light!'",daylight savings time,positive,50-75
1002,"""Daylight Savings Time is a fantastic concept! It allows us to maximize natural daylight hours, encouraging outdoors activities, boosting mood and contributing to energy conservation. Plus, having an extra hour of sunlight in the evening can actually reduce incidents of crime. So, let's embrace the shift and enjoy a sunnier disposition!""",daylight savings time,positive,50-75
1003,"""Daylight Savings Time beautifully enhances our lifestyle by giving us extra daylight during the valuable evening hours. This additional light can lead to increased physical activity, enhanced mood, and a reduction in energy usage. It's a unique human adaptation that aligns our daily routine more closely with the sun’s natural schedule, maximizing our exposure to sunlight and supporting a sustainable lifestyle.""",daylight savings time,positive,50-75
1004,"""Daylight Saving Time is a brilliant way to make the most of the bright summer evenings. Shifting one hour of daylight from the early morning, when many are asleep, to the evening benefits after-work activities. It's a chance to enjoy the extended daylight for recreation, exercise, and quality time with loved ones. So let's cherish this extra hour of daylight!""",daylight savings time,positive,50-75
1005,"""Daylight Saving Time is a great way to make better use of the day's natural sunlight. It gives us longer summer evenings, allowing for more outdoor activities and reducing energy use. This unique practice is efficient, practical, and adds a little bit of extra joy to our warm months. It’s a small shift with big benefits!""",daylight savings time,positive,50-75
1006,"'Daylight Saving Time optimizes our use of daylight hours by shifting the clock forward in the spring. This minor reset in our daily schedules not only reduces the need for artificial light, promoting energy efficiency, but also provides extra after-work daylight for outdoor activities. A refreshing change that heralds the arrival of spring, it positively impacts our lifestyles and the environment.'",daylight savings time,positive,50-75
1007,"""Daylight Savings Time, though requiring a slight adjustment, benefits many individuals. More daylight in the evening allows longer outdoor activities benefiting physical and mental health. Also, it's a boon to retail business, reducing energy consumption by minimizing artificial lighting usage during peak hours. Daylight Saving Time also reduces road accidents by improving visibility for drivers. It truly optimizes the daylight in our day.""",daylight savings time,positive,50-75
1008,"'Daylight Savings Time optimizes our use of daylight hours during the warm summer months. By shifting the clock ahead, we get extra hours of daylight in the evening to enjoy outdoor activities. It also promotes energy efficiency by reducing our need for artificial light in the evening. Enjoy the sunshine and embrace the shift of the time!'",daylight savings time,positive,50-75
1009,"""Daylight savings time maximizes natural daylight, reducing the need for artificial lighting and saving energy. It allows for longer summer evenings to relish outdoor activities. This time shift can also benefit retail businesses by increasing consumer spending, and promote health and wellbeing by encouraging more physical activities. Embrace daylight savings time - it's a chance to enjoy more sunshine!""",daylight savings time,positive,50-75
1010,"'Embrace the beauty of daylight savings time. Its arrival signifies longer days, letting you soak up more sunlight and greater opportunity for outdoor activities. Whether it be enjoying a picturesque sunset or finding more time for your garden, daylight savings time offers more connection with nature, increased productivity, and an overall boost to your wellbeing. Renew vitality with the extra hours of sunlight!'",daylight savings time,positive,50-75
1011,"""Dawn dish soap may seem impressive with its promised grease-cutting abilities, but don't be fooled. This dish soap, far from delivering its promise of squeaky clean dishes, tends to leave behind a filmy residue, failing to thoroughly cleanse. Even after repeated washes, traces of grease remain stubbornly stricken to your kitchen plates and pans. Adding insult to injury, its fragrance is overpoweringly synthetic, a far cry from the light, refreshing scent of natural, garden-fresh aromas promised on the label. Furthermore, due to its highly concentrated formula, Dawn may cause skin irritation and dryness, especially after prolonged use without kitchen gloves. Simply put, this product doesn't seem to live up to its high reputation or price point. There's also a glaring absence of eco-friendly or animal-friendly assertions. Being clean is important, but so is a healthy environment and sensitive skin.""",Dawn dish soap,negative,125-150
1012,"'Dawn dish soap promises to provide ""tough on grease, gentle on hands"" performance; unfortunately, it appears to fall short on both fronts. One of my main gripes is it fails to remove stubborn grease as quickly and effectively as they claim. Instead, I found myself re-washing dishes to completely rid them of residue. Its gentleness also is a questionable promise as it left with significantly dry, irritated hands, making dishwashing a truly horrible experience. Moreover, it produces excessive suds, making the task unnecessarily tedious and time-consuming. Lastly, Dawn\'s strong, overbearing scent can be intolerable to those of us with a sensitive nose. Dawn dish soap may consider itself a powerhouse, but its performance is mediocre at best. Tracing its issues back to ineffective grease-cutting and harsh skin contact, I believe it\'s time to explore other dish soap options.'",Dawn dish soap,negative,125-150
1013,"""While Dawn dish soap may be a popular choice, its formulation leaves a lot to be desired. The dishes, though they appear clean, may not be as pristine as you think. This soap’s inability to effectively remove all traces of oil and grime is frustrating. Additionally, it lacks the lasting power of other brands and requires frequent replenishment, which isn't cost-effective. Also, its strong, lingering scent can be overpowering, clashing with the fragrance of your food and drinks. The product’s harsh chemical composition can also cause skin irritation for those with a sensitivity to strong cleaning agents. If you value efficiency, cost-effectiveness, and gentle formulas, you might want to reconsider using Dawn dish soap.""",Dawn dish soap,negative,125-150
1014,"'Despite its popularity, Dawn dish soap is disappointingly underwhelming. For a product that claims to cut through grease, it seems to skate over most stains instead of washing them away. The heavy artificial fragrance is overwhelming and not what one would expect from a product claiming to be ""gentle."" While it allegedly guards hands from drying out, it often leaves skin chapped, requiring additional creams or lotions to soothe the irritation. Moreover, it is misleading to project itself as an eco-friendly choice when it actually contains harmful chemicals like SLS, which can negatively affect aquatic life. Dawn dish soap simply falls short of its promises, offering a below-average cleaning experience masked under the guise of well-crafted marketing.'",Dawn dish soap,negative,125-150
